row_index,gold,pred,raw_pred_for_metrics,is_correct
1650,Distinction,Distinction,Distinction,True
1651,Pass,Pass,Pass,True
1652,Withdrawn,Pass,Pass,False
1653,Distinction,Pass,Pass,False
1654,Distinction,Distinction,Distinction,True
1655,Withdrawn,Fail,Fail,False
1656,Withdrawn,Pass,Pass,False
1657,Fail,Pass,Pass,False
1658,Withdrawn,Pass,Pass,False
1659,Distinction,Pass,Pass,False
1660,Withdrawn,Fail,Fail,False
1661,Pass,Pass,Pass,True
1662,Pass,Pass,Pass,True
1663,Distinction,Distinction,Distinction,True
1664,Pass,Pass,Pass,True
1665,Withdrawn,Pass,Pass,False
1666,Fail,Pass,Pass,False
1667,Pass,Pass,Pass,True
1668,Pass,Pass,Pass,True
1669,Distinction,Distinction,Distinction,True
1670,Withdrawn,Fail,Fail,False
1671,Fail,Pass,Pass,False
1672,Withdrawn,Pass,Pass,False
1673,Withdrawn,Fail,Fail,False
1674,Pass,Pass,Pass,True
1675,Pass,Pass,Pass,True
1676,Withdrawn,Pass,Pass,False
1677,Fail,Pass,Pass,False
1678,Pass,Pass,Pass,True
1679,Pass,Pass,Pass,True
1680,Withdrawn,Fail,Fail,False
1681,Withdrawn,Pass,Pass,False
1682,Withdrawn,Pass,Pass,False
1683,Withdrawn,Pass,Pass,False
1684,Pass,Pass,Pass,True
1685,Fail,Pass,Pass,False
1686,Withdrawn,Pass,Pass,False
1687,Withdrawn,Pass,Pass,False
1688,Withdrawn,Pass,Pass,False
1689,Distinction,Pass,Pass,False
1690,Pass,Pass,Pass,True
1691,Fail,Pass,Pass,False
1692,Distinction,Distinction,Distinction,True
1693,Pass,Pass,Pass,True
1694,Pass,Pass,Pass,True
1695,Withdrawn,Pass,Pass,False
1696,Distinction,Distinction,Distinction,True
1697,Fail,Pass,Pass,False
1698,Withdrawn,Pass,Pass,False
1699,Fail,Fail,Fail,True
1700,Distinction,Pass,Pass,False
1701,Pass,Pass,Pass,True
1702,Pass,Pass,Pass,True
1703,Withdrawn,Pass,Pass,False
1704,Fail,Pass,Pass,False
1705,Fail,Pass,Pass,False
1706,Withdrawn,Fail,Fail,False
1707,Fail,Pass,Pass,False
1708,Pass,Pass,Pass,True
1709,Withdrawn,Pass,Pass,False
1710,Distinction,Pass,Pass,False
1711,Distinction,Pass,Pass,False
1712,Pass,Pass,Pass,True
1713,Withdrawn,Fail,Fail,False
1714,Fail,Pass,Pass,False
1715,Withdrawn,Pass,Pass,False
1716,Pass,Pass,Pass,True
1717,Withdrawn,Pass,Pass,False
1718,Withdrawn,Pass,Pass,False
1719,Pass,Pass,Pass,True
1720,Pass,Pass,Pass,True
1721,Fail,Pass,Pass,False
1722,Pass,Pass,Pass,True
1723,Withdrawn,Pass,Pass,False
1724,Pass,Pass,Pass,True
1725,Fail,Fail,Fail,True
1726,Withdrawn,Pass,Pass,False
1727,Pass,Pass,Pass,True
1728,Pass,Pass,Pass,True
1729,Withdrawn,Pass,Pass,False
1730,Withdrawn,Fail,Fail,False
1731,Pass,Pass,Pass,True
1732,Pass,Distinction,Distinction,False
1733,Pass,Pass,Pass,True
1734,Pass,Pass,Pass,True
1735,Withdrawn,Fail,Fail,False
1736,Withdrawn,Pass,Pass,False
1737,Distinction,Pass,Pass,False
1738,Withdrawn,Fail,Fail,False
1739,Pass,Pass,Pass,True
1740,Distinction,Distinction,Distinction,True
1741,Withdrawn,Pass,Pass,False
1742,Fail,Pass,Pass,False
1743,Pass,Pass,Pass,True
1744,Distinction,Distinction,Distinction,True
1745,Distinction,Pass,Pass,False
1746,Pass,Pass,Pass,True
1747,Withdrawn,Fail,Fail,False
1748,Fail,Pass,Pass,False
1749,Pass,Pass,Pass,True
1750,Pass,Pass,Pass,True
1751,Fail,Pass,Pass,False
1752,Fail,Distinction,Distinction,False
1753,Pass,Pass,Pass,True
1754,Pass,Pass,Pass,True
1755,Withdrawn,Pass,Pass,False
1756,Pass,Pass,Pass,True
1757,Withdrawn,Pass,Pass,False
1758,Pass,Pass,Pass,True
1759,Fail,Pass,Pass,False
1760,Fail,Pass,Pass,False
1761,Pass,Pass,Pass,True
1762,Pass,Pass,Pass,True
1763,Distinction,Pass,Pass,False
1764,Pass,Pass,Pass,True
1765,Withdrawn,Distinction,Distinction,False
1766,Withdrawn,Pass,Pass,False
1767,Pass,Pass,Pass,True
1768,Distinction,Pass,Pass,False
1769,Pass,Pass,Pass,True
1770,Withdrawn,Fail,Fail,False
1771,Pass,Pass,Pass,True
1772,Withdrawn,Pass,Pass,False
1773,Fail,Pass,Pass,False
1774,Pass,Pass,Pass,True
1775,Fail,Pass,Pass,False
1776,Withdrawn,Pass,Pass,False
1777,Pass,Pass,Pass,True
1778,Withdrawn,Pass,Pass,False
1779,Pass,Pass,Pass,True
1780,Fail,Pass,Pass,False
1781,Withdrawn,Pass,Pass,False
1782,Withdrawn,Pass,Pass,False
1783,Pass,Pass,Pass,True
1784,Fail,Pass,Pass,False
1785,Withdrawn,Pass,Pass,False
1786,Distinction,Pass,Pass,False
1787,Pass,Pass,Pass,True
1788,Fail,Pass,Pass,False
1789,Withdrawn,Pass,Pass,False
1790,Fail,Pass,Pass,False
1791,Withdrawn,Pass,Pass,False
1792,Pass,Pass,Pass,True
1793,Pass,Pass,Pass,True
1794,Fail,Fail,Fail,True
1795,Withdrawn,Fail,Fail,False
1796,Pass,Pass,Pass,True
1797,Pass,Pass,Pass,True
1798,Pass,Pass,Pass,True
1799,Pass,Pass,Pass,True
1800,Distinction,Distinction,Distinction,True
1801,Pass,Pass,Pass,True
1802,Pass,Pass,Pass,True
1803,Pass,Pass,Pass,True
1804,Fail,Pass,Pass,False
1805,Withdrawn,Pass,Pass,False
1806,Fail,Fail,Fail,True
1807,Pass,Pass,Pass,True
1808,Withdrawn,Pass,Pass,False
1809,Fail,Pass,Pass,False
1810,Withdrawn,Pass,Pass,False
1811,Pass,Pass,Pass,True
1812,Pass,Pass,Pass,True
1813,Withdrawn,Pass,Pass,False
1814,Fail,Pass,Pass,False
1815,Fail,Pass,Pass,False
1816,Withdrawn,Pass,Pass,False
1817,Withdrawn,Pass,Pass,False
1818,Fail,Pass,Pass,False
1819,Pass,Pass,Pass,True
1820,Fail,Pass,Pass,False
1821,Pass,Pass,Pass,True
1822,Distinction,Pass,Pass,False
1823,Withdrawn,Pass,Pass,False
1824,Withdrawn,Pass,Pass,False
1825,Pass,Pass,Pass,True
1826,Pass,Pass,Pass,True
1827,Withdrawn,Pass,Pass,False
1828,Fail,Pass,Pass,False
1829,Pass,Pass,Pass,True
1830,Fail,Pass,Pass,False
1831,Withdrawn,Pass,Pass,False
1832,Pass,Pass,Pass,True
1833,Fail,Pass,Pass,False
1834,Withdrawn,Pass,Pass,False
1835,Fail,Pass,Pass,False
1836,Fail,Pass,Pass,False
1837,Distinction,Pass,Pass,False
1838,Pass,Pass,Pass,True
1839,Fail,Pass,Pass,False
1840,Withdrawn,Pass,Pass,False
1841,Fail,Pass,Pass,False
1842,Pass,Pass,Pass,True
1843,Withdrawn,Pass,Pass,False
1844,Fail,Pass,Pass,False
1845,Withdrawn,Pass,Pass,False
1846,Pass,Pass,Pass,True
1847,Pass,Pass,Pass,True
1848,Withdrawn,Pass,Pass,False
1849,Fail,Fail,Fail,True
1850,Pass,Pass,Pass,True
1851,Pass,Pass,Pass,True
1852,Pass,Pass,Pass,True
1853,Fail,Pass,Pass,False
1854,Fail,Pass,Pass,False
1855,Withdrawn,Fail,Fail,False
1856,Fail,Pass,Pass,False
1857,Pass,Pass,Pass,True
1858,Pass,Pass,Pass,True
1859,Pass,Pass,Pass,True
1860,Fail,Pass,Pass,False
1861,Pass,Pass,Pass,True
1862,Pass,Pass,Pass,True
1863,Pass,Pass,Pass,True
1864,Withdrawn,Fail,Fail,False
1865,Distinction,Pass,Pass,False
1866,Pass,Pass,Pass,True
1867,Pass,Pass,Pass,True
1868,Withdrawn,Pass,Pass,False
1869,Pass,Pass,Pass,True
1870,Fail,Pass,Pass,False
1871,Fail,Pass,Pass,False
1872,Withdrawn,Pass,Pass,False
1873,Withdrawn,Pass,Pass,False
1874,Withdrawn,Pass,Pass,False
1875,Withdrawn,Pass,Pass,False
1876,Withdrawn,Fail,Fail,False
1877,Withdrawn,Pass,Pass,False
1878,Withdrawn,Pass,Pass,False
1879,Withdrawn,Fail,Fail,False
1880,Fail,Pass,Pass,False
1881,Withdrawn,Pass,Pass,False
1882,Distinction,Pass,Pass,False
1883,Pass,Pass,Pass,True
1884,Fail,Pass,Pass,False
1885,Fail,Fail,Fail,True
1886,Withdrawn,Pass,Pass,False
1887,Withdrawn,Pass,Pass,False
1888,Fail,Pass,Pass,False
1889,Pass,Pass,Pass,True
1890,Distinction,Pass,Pass,False
1891,Pass,Pass,Pass,True
1892,Distinction,Pass,Pass,False
1893,Pass,Pass,Pass,True
1894,Fail,Pass,Pass,False
1895,Withdrawn,Pass,Pass,False
1896,Withdrawn,Pass,Pass,False
1897,Pass,Pass,Pass,True
1898,Pass,Pass,Pass,True
1899,Withdrawn,Pass,Pass,False
1900,Fail,Pass,Pass,False
1901,Distinction,Pass,Pass,False
1902,Pass,Pass,Pass,True
1903,Withdrawn,Pass,Pass,False
1904,Withdrawn,Pass,Pass,False
1905,Pass,Pass,Pass,True
1906,Fail,Pass,Pass,False
1907,Pass,Pass,Pass,True
1908,Pass,Pass,Pass,True
1909,Pass,Pass,Pass,True
1910,Withdrawn,Pass,Pass,False
1911,Pass,Pass,Pass,True
1912,Withdrawn,Fail,Fail,False
1913,Withdrawn,Pass,Pass,False
1914,Pass,Pass,Pass,True
1915,Distinction,Distinction,Distinction,True
1916,Distinction,Pass,Pass,False
1917,Withdrawn,Pass,Pass,False
1918,Withdrawn,Pass,Pass,False
1919,Pass,Pass,Pass,True
1920,Fail,Pass,Pass,False
1921,Withdrawn,Pass,Pass,False
1922,Pass,Pass,Pass,True
1923,Fail,Pass,Pass,False
1924,Fail,Pass,Pass,False
1925,Pass,Pass,Pass,True
1926,Fail,Pass,Pass,False
1927,Withdrawn,Pass,Pass,False
1928,Withdrawn,Pass,Pass,False
1929,Distinction,Distinction,Distinction,True
1930,Pass,Pass,Pass,True
1931,Fail,Pass,Pass,False
1932,Pass,Distinction,Distinction,False
1933,Pass,Pass,Pass,True
1934,Withdrawn,Pass,Pass,False
1935,Withdrawn,Pass,Pass,False
1936,Withdrawn,Pass,Pass,False
1937,Pass,Pass,Pass,True
1938,Fail,Pass,Pass,False
1939,Fail,Pass,Pass,False
1940,Withdrawn,Pass,Pass,False
1941,Pass,Pass,Pass,True
1942,Pass,Pass,Pass,True
1943,Withdrawn,Pass,Pass,False
1944,Fail,Pass,Pass,False
1945,Pass,Pass,Pass,True
1946,Withdrawn,Pass,Pass,False
1947,Fail,Pass,Pass,False
1948,Pass,Pass,Pass,True
1949,Fail,Pass,Pass,False
1950,Pass,Pass,Pass,True
1951,Pass,Pass,Pass,True
1952,Fail,Pass,Pass,False
1953,Withdrawn,Pass,Pass,False
1954,Pass,Pass,Pass,True
1955,Pass,Pass,Pass,True
1956,Fail,Pass,Pass,False
1957,Distinction,Distinction,Distinction,True
1958,Fail,Pass,Pass,False
1959,Withdrawn,Pass,Pass,False
1960,Fail,Fail,Fail,True
1961,Distinction,Pass,Pass,False
1962,Withdrawn,Pass,Pass,False
1963,Fail,Pass,Pass,False
1964,Fail,Pass,Pass,False
1965,Pass,Pass,Pass,True
1966,Withdrawn,Pass,Pass,False
1967,Fail,Pass,Pass,False
1968,Fail,Pass,Pass,False
1969,Pass,Pass,Pass,True
1970,Pass,Pass,Pass,True
1971,Distinction,Pass,Pass,False
1972,Withdrawn,Fail,Fail,False
1973,Pass,Pass,Pass,True
1974,Pass,Pass,Pass,True
1975,Withdrawn,Pass,Pass,False
1976,Pass,Pass,Pass,True
1977,Pass,Pass,Pass,True
1978,Fail,Pass,Pass,False
1979,Withdrawn,Pass,Pass,False
1980,Withdrawn,Pass,Pass,False
1981,Fail,Pass,Pass,False
1982,Fail,Pass,Pass,False
1983,Pass,Pass,Pass,True
1984,Fail,Fail,Fail,True
1985,Fail,Distinction,Distinction,False
1986,Withdrawn,Pass,Pass,False
1987,Pass,Distinction,Distinction,False
1988,Pass,Pass,Pass,True
1989,Fail,Pass,Pass,False
1990,Distinction,Pass,Pass,False
1991,Pass,Pass,Pass,True
1992,Pass,Pass,Pass,True
1993,Pass,Pass,Pass,True
1994,Distinction,Distinction,Distinction,True
1995,Withdrawn,Pass,Pass,False
1996,Withdrawn,Pass,Pass,False
1997,Withdrawn,Pass,Pass,False
1998,Withdrawn,Pass,Pass,False
1999,Withdrawn,Pass,Pass,False
2000,Pass,Pass,Pass,True
2001,Pass,Pass,Pass,True
2002,Pass,Pass,Pass,True
2003,Fail,Pass,Pass,False
2004,Withdrawn,Pass,Pass,False
2005,Fail,Pass,Pass,False
2006,Fail,Fail,Fail,True
2007,Withdrawn,Fail,Fail,False
2008,Pass,Distinction,Distinction,False
2009,Pass,Distinction,Distinction,False
2010,Pass,Pass,Pass,True
2011,Distinction,Pass,Pass,False
2012,Pass,Pass,Pass,True
2013,Fail,Pass,Pass,False
2014,Withdrawn,Pass,Pass,False
2015,Distinction,Distinction,Distinction,True
2016,Pass,Pass,Pass,True
2017,Fail,Pass,Pass,False
2018,Pass,Pass,Pass,True
2019,Fail,Pass,Pass,False
2020,Distinction,Pass,Pass,False
2021,Distinction,Pass,Pass,False
2022,Fail,Pass,Pass,False
2023,Withdrawn,Pass,Pass,False
2024,Withdrawn,Pass,Pass,False
2025,Fail,Pass,Pass,False
2026,Pass,Pass,Pass,True
2027,Withdrawn,Pass,Pass,False
2028,Distinction,Pass,Pass,False
2029,Distinction,Distinction,Distinction,True
2030,Fail,Pass,Pass,False
2031,Withdrawn,Pass,Pass,False
2032,Pass,Pass,Pass,True
2033,Fail,Pass,Pass,False
2034,Withdrawn,Pass,Pass,False
2035,Fail,Pass,Pass,False
2036,Withdrawn,Fail,Fail,False
2037,Fail,Pass,Pass,False
2038,Pass,Pass,Pass,True
2039,Pass,Pass,Pass,True
2040,Withdrawn,Pass,Pass,False
2041,Fail,Pass,Pass,False
2042,Pass,Pass,Pass,True
2043,Distinction,Distinction,Distinction,True
2044,Pass,Pass,Pass,True
2045,Pass,Pass,Pass,True
2046,Pass,Pass,Pass,True
2047,Withdrawn,Fail,Fail,False
2048,Pass,Pass,Pass,True
2049,Pass,Pass,Pass,True
2050,Withdrawn,Pass,Pass,False
2051,Pass,Pass,Pass,True
2052,Fail,Pass,Pass,False
2053,Fail,Pass,Pass,False
2054,Pass,Pass,Pass,True
2055,Distinction,Distinction,Distinction,True
2056,Withdrawn,Pass,Pass,False
2057,Fail,Pass,Pass,False
2058,Fail,Pass,Pass,False
2059,Withdrawn,Pass,Pass,False
2060,Pass,Pass,Pass,True
2061,Fail,Pass,Pass,False
2062,Fail,Pass,Pass,False
2063,Withdrawn,Pass,Pass,False
2064,Withdrawn,Pass,Pass,False
2065,Pass,Pass,Pass,True
2066,Withdrawn,Fail,Fail,False
2067,Withdrawn,Pass,Pass,False
2068,Withdrawn,Pass,Pass,False
2069,Withdrawn,Pass,Pass,False
2070,Fail,Pass,Pass,False
2071,Pass,Pass,Pass,True
2072,Fail,Pass,Pass,False
2073,Pass,Pass,Pass,True
2074,Pass,Pass,Pass,True
2075,Fail,Pass,Pass,False
2076,Pass,Pass,Pass,True
2077,Pass,Pass,Pass,True
2078,Withdrawn,Pass,Pass,False
2079,Fail,Fail,Fail,True
2080,Withdrawn,Pass,Pass,False
2081,Withdrawn,Pass,Pass,False
2082,Withdrawn,Pass,Pass,False
2083,Withdrawn,Pass,Pass,False
2084,Pass,Pass,Pass,True
2085,Pass,Pass,Pass,True
2086,Withdrawn,Pass,Pass,False
2087,Pass,Pass,Pass,True
2088,Withdrawn,Pass,Pass,False
2089,Withdrawn,Pass,Pass,False
2090,Fail,Pass,Pass,False
2091,Fail,Pass,Pass,False
2092,Pass,Pass,Pass,True
2093,Withdrawn,Pass,Pass,False
2094,Distinction,Pass,Pass,False
2095,Pass,Pass,Pass,True
2096,Fail,Pass,Pass,False
2097,Pass,Pass,Pass,True
2098,Fail,Pass,Pass,False
2099,Pass,Pass,Pass,True
2100,Fail,Pass,Pass,False
2101,Pass,Pass,Pass,True
2102,Fail,Pass,Pass,False
2103,Pass,Pass,Pass,True
2104,Pass,Pass,Pass,True
2105,Fail,Pass,Pass,False
2106,Withdrawn,Pass,Pass,False
2107,Distinction,Distinction,Distinction,True
2108,Withdrawn,Pass,Pass,False
2109,Pass,Pass,Pass,True
2110,Withdrawn,Pass,Pass,False
2111,Pass,Pass,Pass,True
2112,Pass,Pass,Pass,True
2113,Pass,Pass,Pass,True
2114,Withdrawn,Fail,Fail,False
2115,Pass,Pass,Pass,True
2116,Withdrawn,Pass,Pass,False
2117,Withdrawn,Pass,Pass,False
2118,Distinction,Pass,Pass,False
2119,Pass,Pass,Pass,True
2120,Pass,Pass,Pass,True
2121,Fail,Pass,Pass,False
2122,Withdrawn,Pass,Pass,False
2123,Fail,Pass,Pass,False
2124,Distinction,Pass,Pass,False
2125,Fail,Pass,Pass,False
2126,Distinction,Distinction,Distinction,True
2127,Fail,Fail,Fail,True
2128,Withdrawn,Pass,Pass,False
2129,Withdrawn,Pass,Pass,False
2130,Pass,Pass,Pass,True
2131,Distinction,Pass,Pass,False
2132,Fail,Distinction,Distinction,False
2133,Pass,Pass,Pass,True
2134,Pass,Pass,Pass,True
2135,Pass,Pass,Pass,True
2136,Fail,Pass,Pass,False
2137,Withdrawn,Pass,Pass,False
2138,Withdrawn,Fail,Fail,False
2139,Withdrawn,Pass,Pass,False
2140,Fail,Pass,Pass,False
2141,Withdrawn,Fail,Fail,False
2142,Withdrawn,Pass,Pass,False
2143,Pass,Pass,Pass,True
2144,Pass,Pass,Pass,True
2145,Distinction,Distinction,Distinction,True
2146,Withdrawn,Pass,Pass,False
2147,Fail,Pass,Pass,False
2148,Withdrawn,Pass,Pass,False
2149,Withdrawn,Pass,Pass,False
2150,Withdrawn,Fail,Fail,False
2151,Pass,Pass,Pass,True
2152,Fail,Pass,Pass,False
2153,Withdrawn,Pass,Pass,False
2154,Pass,Pass,Pass,True
2155,Withdrawn,Pass,Pass,False
2156,Withdrawn,Pass,Pass,False
2157,Withdrawn,Fail,Fail,False
2158,Pass,Pass,Pass,True
2159,Fail,Pass,Pass,False
2160,Pass,Pass,Pass,True
2161,Pass,Pass,Pass,True
2162,Withdrawn,Fail,Fail,False
2163,Withdrawn,Pass,Pass,False
2164,Pass,Pass,Pass,True
2165,Fail,Distinction,Distinction,False
2166,Fail,Pass,Pass,False
2167,Pass,Pass,Pass,True
2168,Pass,Pass,Pass,True
2169,Withdrawn,Pass,Pass,False
2170,Pass,Pass,Pass,True
2171,Withdrawn,Pass,Pass,False
2172,Withdrawn,Pass,Pass,False
2173,Distinction,Pass,Pass,False
2174,Pass,Pass,Pass,True
2175,Pass,Pass,Pass,True
2176,Pass,Pass,Pass,True
2177,Fail,Fail,Fail,True
2178,Fail,Pass,Pass,False
2179,Withdrawn,Pass,Pass,False
2180,Withdrawn,Pass,Pass,False
2181,Withdrawn,Pass,Pass,False
2182,Withdrawn,Pass,Pass,False
2183,Pass,Pass,Pass,True
2184,Withdrawn,Pass,Pass,False
2185,Pass,Pass,Pass,True
2186,Pass,Pass,Pass,True
2187,Withdrawn,Pass,Pass,False
2188,Pass,Pass,Pass,True
2189,Pass,Distinction,Distinction,False
2190,Pass,Pass,Pass,True
2191,Pass,Pass,Pass,True
2192,Distinction,Pass,Pass,False
2193,Fail,Fail,Fail,True
2194,Pass,Pass,Pass,True
2195,Fail,Fail,Fail,True
2196,Fail,Pass,Pass,False
2197,Withdrawn,Pass,Pass,False
2198,Pass,Pass,Pass,True
2199,Fail,Pass,Pass,False
2200,Fail,Pass,Pass,False
2201,Withdrawn,Pass,Pass,False
2202,Pass,Pass,Pass,True
2203,Pass,Pass,Pass,True
2204,Withdrawn,Pass,Pass,False
2205,Withdrawn,Pass,Pass,False
2206,Withdrawn,Pass,Pass,False
2207,Pass,Pass,Pass,True
2208,Pass,Pass,Pass,True
2209,Distinction,Pass,Pass,False
2210,Withdrawn,Pass,Pass,False
2211,Pass,Pass,Pass,True
2212,Pass,Pass,Pass,True
2213,Pass,Pass,Pass,True
2214,Withdrawn,Pass,Pass,False
2215,Fail,Pass,Pass,False
2216,Pass,Pass,Pass,True
2217,Pass,Pass,Pass,True
2218,Withdrawn,Pass,Pass,False
2219,Fail,Pass,Pass,False
2220,Pass,Pass,Pass,True
2221,Fail,Pass,Pass,False
2222,Withdrawn,Fail,Fail,False
2223,Withdrawn,Pass,Pass,False
2224,Pass,Pass,Pass,True
2225,Pass,Pass,Pass,True
2226,Withdrawn,Pass,Pass,False
2227,Withdrawn,Pass,Pass,False
2228,Pass,Pass,Pass,True
2229,Withdrawn,Pass,Pass,False
2230,Pass,Pass,Pass,True
2231,Pass,Pass,Pass,True
2232,Fail,Pass,Pass,False
2233,Withdrawn,Pass,Pass,False
2234,Distinction,Pass,Pass,False
2235,Pass,Pass,Pass,True
2236,Pass,Pass,Pass,True
2237,Pass,Pass,Pass,True
2238,Pass,Pass,Pass,True
2239,Pass,Pass,Pass,True
2240,Fail,Pass,Pass,False
2241,Withdrawn,Pass,Pass,False
2242,Fail,Pass,Pass,False
2243,Pass,Pass,Pass,True
2244,Fail,Pass,Pass,False
2245,Withdrawn,Fail,Fail,False
2246,Pass,Pass,Pass,True
2247,Withdrawn,Fail,Fail,False
2248,Distinction,Pass,Pass,False
2249,Pass,Pass,Pass,True
2250,Pass,Pass,Pass,True
2251,Fail,Pass,Pass,False
2252,Withdrawn,Fail,Fail,False
2253,Pass,Pass,Pass,True
2254,Withdrawn,Pass,Pass,False
2255,Pass,Pass,Pass,True
2256,Withdrawn,Pass,Pass,False
2257,Fail,Fail,Fail,True
2258,Fail,Pass,Pass,False
2259,Pass,Pass,Pass,True
2260,Pass,Pass,Pass,True
2261,Pass,Pass,Pass,True
2262,Withdrawn,Fail,Fail,False
2263,Withdrawn,Pass,Pass,False
2264,Pass,Pass,Pass,True
2265,Withdrawn,Pass,Pass,False
2266,Withdrawn,Pass,Pass,False
2267,Pass,Pass,Pass,True
2268,Withdrawn,Pass,Pass,False
2269,Pass,Pass,Pass,True
2270,Withdrawn,Pass,Pass,False
2271,Fail,Pass,Pass,False
2272,Distinction,Distinction,Distinction,True
2273,Withdrawn,Pass,Pass,False
2274,Pass,Pass,Pass,True
2275,Distinction,Distinction,Distinction,True
2276,Fail,Pass,Pass,False
2277,Pass,Pass,Pass,True
2278,Pass,Pass,Pass,True
2279,Pass,Pass,Pass,True
2280,Pass,Pass,Pass,True
2281,Withdrawn,Pass,Pass,False
2282,Withdrawn,Pass,Pass,False
2283,Pass,Pass,Pass,True
2284,Distinction,Pass,Pass,False
2285,Withdrawn,Fail,Fail,False
2286,Withdrawn,Pass,Pass,False
2287,Pass,Pass,Pass,True
2288,Distinction,Pass,Pass,False
2289,Pass,Pass,Pass,True
2290,Fail,Pass,Pass,False
2291,Withdrawn,Pass,Pass,False
2292,Fail,Pass,Pass,False
2293,Pass,Pass,Pass,True
2294,Withdrawn,Pass,Pass,False
2295,Withdrawn,Pass,Pass,False
2296,Fail,Pass,Pass,False
2297,Withdrawn,Pass,Pass,False
2298,Withdrawn,Pass,Pass,False
2299,Withdrawn,Pass,Pass,False
2300,Withdrawn,Pass,Pass,False
2301,Pass,Pass,Pass,True
2302,Distinction,Pass,Pass,False
2303,Withdrawn,Pass,Pass,False
2304,Withdrawn,Pass,Pass,False
2305,Fail,Pass,Pass,False
2306,Pass,Pass,Pass,True
2307,Fail,Pass,Pass,False
2308,Fail,Pass,Pass,False
2309,Pass,Pass,Pass,True
2310,Withdrawn,Fail,Fail,False
2311,Withdrawn,Pass,Pass,False
2312,Pass,Pass,Pass,True
2313,Fail,Pass,Pass,False
2314,Withdrawn,Pass,Pass,False
2315,Withdrawn,Pass,Pass,False
2316,Withdrawn,Pass,Pass,False
2317,Pass,Pass,Pass,True
2318,Withdrawn,Pass,Pass,False
2319,Pass,Pass,Pass,True
2320,Withdrawn,Pass,Pass,False
2321,Fail,Pass,Pass,False
2322,Pass,Pass,Pass,True
2323,Withdrawn,Pass,Pass,False
2324,Distinction,Pass,Pass,False
2325,Withdrawn,Fail,Fail,False
2326,Pass,Pass,Pass,True
2327,Withdrawn,Pass,Pass,False
2328,Withdrawn,Pass,Pass,False
2329,Fail,Pass,Pass,False
2330,Withdrawn,Pass,Pass,False
2331,Withdrawn,Pass,Pass,False
2332,Withdrawn,Pass,Pass,False
2333,Pass,Pass,Pass,True
2334,Pass,Pass,Pass,True
2335,Fail,Pass,Pass,False
2336,Pass,Pass,Pass,True
2337,Withdrawn,Pass,Pass,False
2338,Fail,Pass,Pass,False
2339,Pass,Pass,Pass,True
2340,Fail,Fail,Fail,True
2341,Pass,Pass,Pass,True
2342,Withdrawn,Pass,Pass,False
2343,Pass,Pass,Pass,True
2344,Withdrawn,Pass,Pass,False
2345,Pass,Pass,Pass,True
2346,Withdrawn,Pass,Pass,False
2347,Withdrawn,Pass,Pass,False
2348,Withdrawn,Pass,Pass,False
2349,Withdrawn,Pass,Pass,False
2350,Fail,Pass,Pass,False
2351,Pass,Pass,Pass,True
2352,Withdrawn,Fail,Fail,False
2353,Withdrawn,Pass,Pass,False
2354,Fail,Pass,Pass,False
2355,Pass,Pass,Pass,True
2356,Pass,Pass,Pass,True
2357,Pass,Pass,Pass,True
2358,Pass,Distinction,Distinction,False
2359,Withdrawn,Fail,Fail,False
2360,Withdrawn,Pass,Pass,False
2361,Pass,Pass,Pass,True
2362,Withdrawn,Pass,Pass,False
2363,Fail,Pass,Pass,False
2364,Fail,Pass,Pass,False
2365,Withdrawn,Pass,Pass,False
2366,Withdrawn,Pass,Pass,False
2367,Withdrawn,Pass,Pass,False
2368,Distinction,Pass,Pass,False
2369,Pass,Pass,Pass,True
2370,Distinction,Pass,Pass,False
2371,Pass,Pass,Pass,True
2372,Pass,Pass,Pass,True
2373,Withdrawn,Pass,Pass,False
2374,Distinction,Distinction,Distinction,True
2375,Pass,Pass,Pass,True
2376,Pass,Pass,Pass,True
2377,Pass,Pass,Pass,True
2378,Pass,Pass,Pass,True
2379,Fail,Pass,Pass,False
2380,Pass,Pass,Pass,True
2381,Withdrawn,Pass,Pass,False
2382,Pass,Pass,Pass,True
2383,Pass,Pass,Pass,True
2384,Withdrawn,Pass,Pass,False
2385,Pass,Distinction,Distinction,False
2386,Fail,Pass,Pass,False
2387,Withdrawn,Fail,Fail,False
2388,Withdrawn,Fail,Fail,False
2389,Fail,Pass,Pass,False
2390,Fail,Pass,Pass,False
2391,Pass,Pass,Pass,True
2392,Distinction,Distinction,Distinction,True
2393,Withdrawn,Pass,Pass,False
2394,Fail,Pass,Pass,False
2395,Withdrawn,Pass,Pass,False
2396,Distinction,Pass,Pass,False
2397,Withdrawn,Pass,Pass,False
2398,Fail,Fail,Fail,True
2399,Pass,Pass,Pass,True
2400,Withdrawn,Pass,Pass,False
2401,Fail,Distinction,Distinction,False
2402,Pass,Pass,Pass,True
2403,Pass,Pass,Pass,True
2404,Withdrawn,Fail,Fail,False
2405,Withdrawn,Pass,Pass,False
2406,Fail,Pass,Pass,False
2407,Fail,Pass,Pass,False
2408,Fail,Pass,Pass,False
2409,Fail,Pass,Pass,False
2410,Pass,Pass,Pass,True
2411,Distinction,Pass,Pass,False
2412,Fail,Pass,Pass,False
2413,Pass,Pass,Pass,True
2414,Withdrawn,Pass,Pass,False
2415,Withdrawn,Pass,Pass,False
2416,Pass,Pass,Pass,True
2417,Pass,Pass,Pass,True
